Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
14621,Saint-Martin-de-Bienfaite-la-Cressonnière,Fusion (commune absorbante),01-01-1973,14199,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14010,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14067,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14234,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14295,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14314,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14363,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14447,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14472,
14624,Saint-Martin-de-Fresnay,Fusion (commune absorbante),01-01-1973,14697,
14624,Saint-Martin-de-Fresnay,Transfert de chef-lieu de commune,01-02-1990,14697,
14629,Saint-Martin-des-Besaces,Fusion (commune absorbante),01-01-1973,14262,
14631,Saint-Martin-de-Tallevende,Fusion (commune absorbée),01-07-1972,14762,
14641,Saint-Pair-du-Mont,Fusion (commune absorbée),01-01-1973,14126,
14642,Saint-Paul-de-Courtonne,Fusion (commune absorbée),01-01-1973,14194,
14673,Sermentot,Fusion (commune absorbée),01-01-1973,14011,
14683,Tailleville,Fusion (commune absorbée),01-01-1973,14228,
14695,Torteval-Quesnay,Fusion (commune absorbante),01-01-1975,14526,
14697,Oudon,Fusion (commune absorbée),01-01-1973,14624,
14697,Oudon,Transfert de chef-lieu de commune,01-02-1990,14624,
14712,Troarn,Fusion (commune absorbante),01-07-1972,14114,
14721,Vacognes-Neuilly,Fusion (commune absorbante),01-04-1972,14463,
14725,Vasouy,Fusion (commune absorbée),01-04-1973,14333,
14735,Vendeuvre,Fusion (commune absorbante),01-01-1973,14247,
14735,Vendeuvre,Fusion (commune absorbante),01-01-1973,14321,
14762,Vire,Fusion (commune absorbante),01-07-1972,14631,
15003,Ally,Fusion (commune absorbante),01-01-1973,15024,
15003,Ally,Fusion (commune absorbante),01-01-1973,15062,
15003,Ally,Commune se séparant,01-10-1985,15024,
15023,Bournoncles,Fusion (commune absorbée),01-01-1973,15108,
15024,Brageac,Fusion (commune absorbée),01-01-1973,15003,
15024,Brageac,Rétablissement,01-10-1985,15003,
15038,Champs-sur-Tarentaine-Marchal,Fusion (commune absorbante),01-09-1972,15115,
15062,Drignac,Fusion (commune absorbée),01-01-1973,15003,
15108,Loubaresse,Fusion (commune absorbante),01-01-1973,15023,
15109,Loupiac,Fusion (commune absorbée),01-01-1973,15153,
15113,Mandailles-Saint-Julien,Fusion (commune absorbante),01-12-1972,15193,
15115,Marchal,Fusion (commune absorbée),01-09-1972,15038,
15140,Naucelles-Reilhac,Fusion (commune absorbante),01-12-1972,15160,
15140,Naucelles,Commune se séparant,01-01-1983,15160,
15153,Pleaux,Fusion (commune absorbante),01-01-1973,15109,
15153,Pleaux,Fusion (commune absorbante),01-01-1973,15177,
15153,Pleaux,Fusion (commune absorbante),01-01-1973,15239,
15160,Reilhac,Fusion (commune absorbée),01-12-1972,15140,
15160,Reilhac,Rétablissement,01-01-1983,15140,
15177,Saint-Christophe-les-Gorges,Fusion (commune absorbée),01-01-1973,15153,
15193,Saint-Julien-de-Jordanne,Fusion (commune absorbée),01-12-1972,15113,
15202,Saint-Martin-Valmeroux,Fusion (commune absorbante),01-01-1973,15210,
15210,Saint-Rémy-de-Salers,Fusion (commune absorbée),01-01-1973,15202,
15239,Tourniac,Fusion (commune absorbée),01-01-1973,15153,
16006,Aizecq,Fusion (commune absorbée),01-01-1973,16242,
16022,Auge,Fusion (commune absorbée),01-01-1994,16339,
16028,Barbezieux-Saint-Hilaire,Fusion (commune absorbante),01-01-1973,16327,
16029,Brie-Bardenac,Fusion (commune absorbante),01-01-1973,16063,
16029,Bardenac,Commune se séparant,01-10-1993,16063,
16046,Blanzac-Porcheresse,Fusion (commune absorbante),01-01-1973,16265,
16063,Brie-sous-Chalais,Fusion (commune absorbée),01-01-1973,16029,
16063,Brie-sous-Chalais,Rétablissement,01-10-1993,16029,
16073,Chalais,Fusion (commune absorbante),01-01-1973,16333,
16073,Chalais,Fusion (commune absorbante),01-01-1973,16367,
16080,Chantrezac,Fusion (commune absorbée),01-01-1971,16192,
16097,Cherves-Richemont,Fusion (commune absorbante),01-01-1973,16278,
16115,Cressac-Saint-Genis,Fusion (commune absorbante),01-01-1973,16319,
16126,Embourie,Fusion (commune absorbée),01-01-1974,16253,
16159,Graves,Fusion (commune absorbée),01-01-1997,16297,
16192,Roumazières-Loubert,Fusion (commune absorbante),01-01-1971,16080,
16192,Roumazières-Loubert,Fusion (commune absorbante),01-01-1971,16288,
16193,Louzac-Saint-André,Fusion (commune absorbante),01-01-1973,16299,
16198,Magnac-Lavalette-Villars,Fusion (commune absorbante),01-01-1971,16407,
16219,Messeux,Fusion (commune absorbée),01-01-1973,16242,
16235,Moutardon,Fusion (commune absorbée),01-01-1973,16242,
16242,Nanteuil-en-Vallée,Fusion (commune absorbante),01-01-1973,16006,
16242,Nanteuil-en-Vallée,Fusion (commune absorbante),01-01-1973,16219,
16242,Nanteuil-en-Vallée,Fusion (commune absorbante),01-01-1973,16235,
16242,Nanteuil-en-Vallée,Fusion (commune absorbante),01-01-1973,16266,
16242,Nanteuil-en-Vallée,Fusion (commune absorbante),01-01-1973,16324,
16253,Paizay-Naudouin-Embourie,Fusion (commune absorbante),01-01-1974,16126,
16265,Porcheresse,Fusion (commune absorbée),01-01-1973,16046,
16266,Pougné,Fusion (commune absorbée),01-01-1973,16242,
16278,Richemont,Fusion (commune absorbée),01-01-1973,16097,
16287,Roullet-Saint-Estèphe,Fusion (commune absorbante),01-01-1973,16313,
16288,Roumazières,Fusion (commune absorbée),01-01-1971,16192,
16297,Graves-Saint-Amant,Fusion (commune absorbante),01-01-1997,16159,
16299,Saint-André,Fusion (commune absorbée),01-01-1973,16193,
16313,Saint-Estèphe,Fusion (commune absorbée),01-01-1973,16287,
16319,Saint-Genis-de-Blanzac,Fusion (commune absorbée),01-01-1973,16115,
16324,Saint-Gervais,Fusion (commune absorbée),01-01-1973,16242,
16327,Saint-Hilaire,Fusion (commune absorbée),01-01-1973,16028,
16333,Sainte-Marie,Fusion (commune absorbée),01-01-1973,16073,
16339,Auge-Saint-Médard,Fusion (commune absorbante),01-01-1994,16022,
16367,Sérignac,Fusion (commune absorbée),01-01-1973,16073,
16407,Villars,Fusion (commune absorbée),01-01-1971,16198,
17001,Agonnay,Fusion (commune absorbée),01-01-1973,17397,
17013,Antezant-la-Chapelle,Fusion (commune absorbante),01-01-1974,17088,
17014,Antignac,Fusion (commune absorbée),01-01-1974,17332,
17024,Aulnay,Fusion (commune absorbante),01-01-1973,17419,
17026,Authon-Ébéon,Fusion (commune absorbante),01-01-1973,17144,
17043,Bernay-Saint-Martin,Fusion (commune absorbante),01-01-1973,17368,
17088,Chapelle-Bâton,Fusion (commune absorbée),01-01-1974,17013,
17090,Chardes,Fusion (commune absorbée),01-01-1973,17240,
17123,Coulonge-sur-Charente,Fusion (commune absorbée),01-01-1973,17397,
17144,Ébéon,Fusion (commune absorbée),01-01-1973,17026,
17240,Montendre,Fusion (commune absorbante),01-01-1973,17090,
17240,Montendre,Fusion (commune absorbante),01-01-1973,17456,
17251,Moulons,Fusion (commune absorbée),01-01-1974,17282,
17282,Pommiers-Moulons,Fusion (commune absorbante),01-01-1974,17251,
17332,Saint-Georges-Antignac,Fusion (commune absorbante),01-01-1974,17014,
17368,Saint-Martin-de-la-Coudre,Fusion (commune absorbée),01-01-1973,17043,
17370,Saint-Maurice-de-Laurençanne,Fusion (commune absorbée),01-01-1975,17454,
17397,Saint-Savinien,Fusion (commune absorbante),01-01-1973,17001,
17397,Saint-Savinien,Fusion (commune absorbante),01-01-1973,17123,
17419,Salles-lès-Aulnay,Fusion (commune absorbée),01-01-1973,17024,
17454,Tugéras-Saint-Maurice,Fusion (commune absorbante),01-01-1975,17370,
17456,Vallet,Fusion (commune absorbée),01-01-1973,17240,
17474,Villeneuve-la-Comtesse,Fusion (commune absorbante),01-01-1973,17475,
17475,Villenouvelle,Fusion (commune absorbée),01-01-1973,17474,
19034,Camps-Saint-Mathurin-Léobazel,Fusion (commune absorbante),01-01-1973,19224,
19197,Saint-Dézery,Fusion (commune absorbée),01-01-1973,19275,
19206,Saint-Germain-Lavolps,Fusion (commune absorbée),01-12-1972,19261,
19206,Saint-Germain-Lavolps,Rétablissement,01-01-1982,19261,
19224,Saint-Mathurin-Léobazel,Fusion (commune absorbée),01-01-1973,19034,
19261,Sornac-Saint-Germain-Lavolps,Fusion (commune absorbante),01-12-1972,19206,
19261,Sornac,Commune se séparant,01-01-1982,19206,
19267,Tourette,Fusion (commune absorbée),01-01-1977,19275,
19275,Ussel,Fusion (commune absorbante),01-01-1973,19197,
19275,Ussel,Fusion (commune absorbante),01-01-1977,19267,
21074,Billey,Fusion (commune absorbée),01-06-1973,21331,
21074,Billey,Rétablissement,01-01-1983,21331,
21084,Source-Seine,Fusion (commune absorbante),01-01-2009,21551,
21158,Chaume-et-Courchamp,Fusion (commune absorbante),15-11-1972,21206,
21174,Cirey,Fusion (commune absorbée),01-04-1973,21461,
21188,Concoeur-et-Corboin,Fusion (commune absorbée),01-05-1970,21464,
21206,Courchamp,Fusion (commune absorbée),15-11-1972,21158,
21268,Flagey-lès-Auxonne,Fusion (commune absorbée),01-06-1973,21331,
21268,Flagey-lès-Auxonne,Rétablissement,01-01-1983,21331,
21304,Grancey-le-Château-Neuvelle,Fusion (commune absorbante),31-12-1972,21453,
21331,Labergement-lès-Auxonne-Billey-Flagey,Fusion (commune absorbante),01-06-1973,21074,
21331,Labergement-lès-Auxonne-Billey-Flagey,Fusion (commune absorbante),01-06-1973,21268,
21331,Labergement-lès-Auxonne,Commune se séparant,01-01-1983,21074,
21331,Labergement-lès-Auxonne,Commune se séparant,01-01-1983,21268,
21408,Messigny-et-Vantoux,Fusion (commune absorbante),15-12-1972,21654,
21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,Fusion (commune absorbante),31-12-1972,21443,
21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,Fusion (commune absorbante),31-12-1972,21697,
21443,Mornay,Fusion (commune absorbée),31-12-1972,21433,
21453,Neuvelle-lès-Grancey,Fusion (commune absorbée),31-12-1972,21304,
21461,Nolay,Fusion (commune absorbante),01-04-1973,21174,
21464,Nuits-Saint-Georges,Fusion (commune absorbante),01-05-1970,21188,
21506,Premeaux-Prissey,Fusion (commune absorbante),31-12-1972,21509,
21509,Prissey,Fusion (commune absorbée),31-12-1972,21506,
21551,Saint-Germain-Source-Seine,Fusion (commune absorbée),01-01-2009,21084,
21654,Vantoux-lès-Dijon,Fusion (commune absorbée),15-12-1972,21408,
21667,Véronnes,Fusion (commune absorbante),31-12-1972,21668,
21667,Véronnes,Fusion (commune absorbante),01-01-2010,21668,
21668,Véronnes-les-Petites,Fusion (commune absorbée),31-12-1972,21667,
21668,Véronnes-les-Petites,Fusion (commune absorbée),01-01-2010,21667,
21697,Villeneuve-sur-Vingeanne,Fusion (commune absorbée),31-12-1972,21433,
22010,Bonen,Fusion (commune absorbée),08-07-1970,22266,
22030,Caouënnec-Lanvézéac,Fusion (commune absorbante),01-01-1975,22120,
22084,Jugon-les-Lacs,Fusion (commune absorbante),01-04-1973,22125,
22084,Jugon-les-Lacs,Fusion (commune absorbante),01-04-1973,22301,
22093,Lamballe,Fusion (commune absorbante),01-01-1973,22142,
22093,Lamballe,Fusion (commune absorbante),01-01-1973,22252,
22093,Lamballe,Fusion (commune absorbante),01-01-1973,22270,
22093,Lamballe,Fusion (commune absorbante),01-01-1973,22355,
22103,Langrolay-sur-Rance,Fusion (commune absorbée),15-03-1973,22213,
22103,Langrolay-sur-Rance,Rétablissement,01-01-1984,22213,
22118,Lanvallay,Fusion (commune absorbante),01-01-1973,22329,
22118,Lanvallay,Fusion (commune absorbante),01-01-1973,22374,
22120,Lanvézéac,Fusion (commune absorbée),01-01-1975,22030,
22125,Lescouët-Jugon,Fusion (commune absorbée),01-04-1973,22084,
22142,Maroué,Fusion (commune absorbée),01-01-1973,22093,
22159,Notre-Dame-du-Guildo,Fusion (commune absorbée),01-01-1972,22282,
22165,Penguily,Fusion (commune absorbée),01-04-1973,22296,
22165,Penguily,Rétablissement,05-07-1984,22296,
22179,Fréhel,Fusion (commune absorbante),01-01-1973,22201,
22179,Fréhel,Commune se séparant,01-10-2004,22201,
22190,Pleslin-Trigavou,Fusion (commune absorbante),01-01-1973,22382,
22201,Plévenon,Fusion (commune absorbée),01-01-1973,22179,
22201,Plévenon,Rétablissement,01-10-2004,22179,
22204,Ploëzal-Runan,Fusion (commune absorbante),01-04-1973,22269,
22204,Ploëzal,Commune se séparant,01-09-1986,22269,
22213,Plouër-Langrolay-sur-Rance,Fusion (commune absorbante),15-03-1973,22103,
22213,Plouër-sur-Rance,Commune se séparant,01-01-1984,22103,
22252,Poterie,Fusion (commune absorbée),01-01-1973,22093,
22266,Rostrenen,Fusion (commune absorbante),08-07-1970,22010,
22269,Runan,Fusion (commune absorbée),01-04-1973,22204,
22269,Runan,Rétablissement,01-09-1986,22204,
22270,Saint-Aaron,Fusion (commune absorbée),01-01-1973,22093,
22282,Saint-Cast-le-Guildo,Fusion (commune absorbante),01-01-1972,22159,
22296,Saint-Glen-Penguily,Fusion (commune absorbante),01-04-1973,22165,
22296,Saint-Glen,Commune se séparant,05-07-1984,22165,
22301,Saint-Igneuc,Fusion (commune absorbée),01-04-1973,22084,
22329,Saint-Solen,Fusion (commune absorbée),01-01-1973,22118,
22355,Trégomar,Fusion (commune absorbée),01-01-1973,22093,
22374,Tressaint,Fusion (commune absorbée),01-01-1973,22118,
22382,Trigavou,Fusion (commune absorbée),01-01-1973,22190,
23085,Forges,Fusion (commune absorbée),01-11-1972,23093,
23090,Gentioux-Pigerolles,Fusion (commune absorbante),01-09-1972,23153,
23093,Gouzon,Fusion (commune absorbante),01-11-1972,23085,
23093,Gouzon,Fusion (commune absorbante),01-11-1972,23094,
23094,Gouzougnat,Fusion (commune absorbée),01-11-1972,23093,
23153,Pigerolles,Fusion (commune absorbée),01-09-1972,23090,
23163,Rochette,Fusion (commune absorbée),01-09-1972,23220,
23220,Saint-Médard-la-Rochette,Fusion (commune absorbante),01-09-1972,23163,
24017,Auriac-de-Bourzac,Fusion (commune absorbée),01-01-1973,24303,
24035,Belvès,Fusion (commune absorbante),01-01-1973,24185,
24049,Born-de-Champs,Fusion (commune absorbée),01-01-1974,24497,
24068,Buisson-de-Cadouin,Fusion (commune absorbante),01-01-1974,24072,
24068,Buisson-de-Cadouin,Fusion (commune absorbante),01-01-1974,24315,
24068,Buisson-de-Cadouin,Fusion (commune absorbante),01-01-1974,24560,
24068,Buisson-de-Cadouin,Commune se séparant,15-02-1989,24560,
24072,Cadouin,Fusion (commune absorbée),01-01-1974,24068,
24086,Castelnaud-la-Chapelle,Fusion (commune absorbante),01-01-1973,24112,
24112,Chapelle-Péchaud,Fusion (commune absorbée),01-01-1973,24086,
24125,Cogulot,Fusion (commune absorbée),01-01-1971,24167,
24167,Eymet,Fusion (commune absorbante),01-01-1971,24125,
24167,Eymet,Fusion (commune absorbante),01-01-1971,24358,
24167,Eymet,Fusion (commune absorbante),01-01-1971,24506,
24168,Plaisance,Fusion (commune absorbante),01-01-1973,24173,
24168,Plaisance,Fusion (commune absorbante),01-01-1973,24250,
24172,Eyzies-de-Tayac-Sireuil,Fusion (commune absorbante),01-01-1973,24539,
24173,Falgueyrat,Fusion (commune absorbée),01-01-1973,24168,
24185,Fongalop,Fusion (commune absorbée),01-01-1973,24035,
24201,Grand-Castang,Fusion (commune absorbée),01-01-1973,24260,
24250,Mandacou,Fusion (commune absorbée),01-01-1973,24168,
24260,Mauzac-et-Grand-Castang,Fusion (commune absorbante),01-01-1973,24201,
24275,Monbos,Fusion (commune absorbée),01-01-1973,24549,
24303,Nanteuil-Auriac-de-Bourzac,Fusion (commune absorbante),01-01-1973,24017,
24315,Paleyrac,Fusion (commune absorbée),01-01-1974,24068,
24342,Puyguilhem,Fusion (commune absorbée),01-01-1973,24549,
24354,Roche-de-Saint-Michel,Fusion (commune absorbante),01-01-1973,24467,
24354,Roche-de-Saint-Michel,Fusion (commune absorbante),01-01-1973,24469,
24356,Rouffignac-Saint-Cernin-de-Reilhac,Fusion (commune absorbante),01-01-1973,24387,
24358,Rouquette,Fusion (commune absorbée),01-01-1971,24167,
24375,Saint-Aubin-de-Nabirat,Fusion (commune absorbée),01-01-1973,24450,
24375,Saint-Aubin-de-Nabirat,Rétablissement,01-01-1984,24450,
24387,Saint-Cernin-de-Reillac,Fusion (commune absorbée),01-01-1973,24356,
24450,Saint-Martial-et-Saint-Aubin-de-Nabirat,Fusion (commune absorbante),01-01-1973,24375,
24450,Saint-Martial-de-Nabirat,Commune se séparant,01-01-1984,24375,
24467,Saint-Michel-de-Rivière,Fusion (commune absorbée),01-01-1973,24354,
24469,Saint-Michel-l'Écluse-et-Léparon,Fusion (commune absorbée),01-01-1973,24354,
24497,Sainte-Sabine-Born,Fusion (commune absorbante),01-01-1974,24049,
24506,Saint-Sulpice-d'Eymet,Fusion (commune absorbée),01-01-1971,24167,
24539,Sireuil,Fusion (commune absorbée),01-01-1973,24172,
24549,Thénac,Fusion (commune absorbante),01-01-1973,24275,
24549,Thénac,Fusion (commune absorbante),01-01-1973,24342,
24560,Urval,Fusion (commune absorbée),01-01-1974,24068,
24560,Urval,Rétablissement,15-02-1989,24068,
25010,Alaise,Fusion (commune absorbée),01-07-1973,25223,
25015,Amancey,Fusion (commune absorbante),01-01-1973,25017,
25015,Amancey,Fusion (commune absorbante),01-01-1973,25155,
25015,Amancey,Fusion (commune absorbante),01-01-1973,25236,
25015,Amancey,Fusion (commune absorbante),01-01-1973,25359,
25015,Amancey,Commune se séparant,01-01-1979,25017,
25015,Amancey,Commune se séparant,01-01-1981,25155,
25015,Amancey,Commune se séparant,01-01-1981,25236,
25015,Amancey,Commune se séparant,01-01-1981,25359,
25017,Amondans,Fusion (commune absorbée),01-01-1973,25015,
25017,Amondans,Rétablissement,01-01-1979,25015,
25018,Anteuil,Fusion (commune absorbante),01-01-1973,25272,
25018,Anteuil,Fusion (commune absorbante),01-01-1973,25568,
25023,Arcier,Fusion (commune absorbée),01-04-1974,25575,
25036,Avanne-Aveney,Fusion (commune absorbante),01-05-1973,25037,
25037,Aveney,Fusion (commune absorbée),01-05-1973,25036,
25047,Baume-les-Dames,Fusion (commune absorbante),01-01-1973,25118,
25051,Belleherbe,Fusion (commune absorbante),01-01-1973,25206,
25064,Blanchefontaine,Fusion (commune absorbée),01-01-1973,25433,
25068,Bois-la-Ville,Fusion (commune absorbée),01-01-1973,25313,
25069,Boismurie,Fusion (commune absorbée),18-09-1968,25527,
25080,Boujeons,Fusion (commune absorbée),01-01-1973,25486,
25081,Boulois,Fusion (commune absorbée),01-01-1973,25127,
25101,Burgille,Fusion (commune absorbante),01-01-1973,25146,
25101,Burgille,Fusion (commune absorbante),01-01-1973,25165,
25118,Champvans-les-Baume,Fusion (commune absorbée),01-01-1973,25047,
25127,Charquemont,Fusion (commune absorbante),01-01-1973,25081,
25135,Châtillon-sous-Maîche,Fusion (commune absorbée),01-12-1969,25138,
25138,Terres-de-Chaux,Fusion (commune absorbante),01-12-1969,25135,
25138,Terres-de-Chaux,Fusion (commune absorbante),01-12-1969,25169,
25138,Terres-de-Chaux,Fusion (commune absorbante),01-12-1969,25423,
25144,Chazelot,Fusion (commune absorbée),01-07-1973,25505,
25146,Chazoy,Fusion (commune absorbée),01-01-1973,25101,
25155,Cléron,Fusion (commune absorbée),01-01-1973,25015,
25155,Cléron,Rétablissement,01-01-1981,25015,
25158,Colombier-Châtelot,Fusion (commune absorbée),01-01-1973,25524,
25165,Cordiron,Fusion (commune absorbée),01-01-1973,25101,
25167,Cottier,Fusion (commune absorbée),01-07-1973,25374,
25168,Coulans-sur-Lizon,Fusion (commune absorbée),01-07-1973,25223,
25169,Courcelles-lès-Châtillon,Fusion (commune absorbée),01-12-1969,25138,
25172,Courchapon,Fusion (commune absorbée),01-01-1973,25317,
